	L1	L2	L3	M1	M2	M3	Q1	Q2	Q3	T1	T2	T3	X1	X2	X3
gene_750	27.95	25.71	21.76	31.9	88.18	27.81	71.72	64.98	18.84	52.55	46.26	52.16	16.48	16.97	11.39
gene_751	73.77	70.26	80.34	135.87	311.28	104.89	226.99	228.62	40.31	112.44	106.19	126.57	35.98	34.72	29.69
gene_752	14.52	16.97	7.3	5.09	8.84	6.81	9.14	8.41	4.24	29.07	20.98	28.49	6.53	5.79	3.87
gene_753	17	22.81	10.11	8.83	10.62	10.31	13.63	12.31	4.23	32.72	29.03	30.69	6.61	6.89	4.74
gene_754	29.99	38.48	52.1	86.18	229.15	79.84	160.73	175.42	39.18	59.45	50.7	53.82	20.45	26.96	24.94
gene_755	12.94	14.05	6.92	25.68	2.77	10.23	52.29	35.69	2.48	18.35	33.76	40.42	0.17	0.17	0.17
gene_756	15.49	37.48	4.41	3.18	3.21	6.77	6.54	6.38	3.8	35.11	33.95	39.02	7.97	7.21	5.59
gene_757	44.69	55.57	40.64	67.6	58.46	52.78	92.9	98.61	18.22	90.94	93.17	105.66	19.08	18.99	15.22
gene_758	40.55	45.88	48.18	117.55	22.75	82.62	219.24	207.21	36.22	103.7	99.91	115.45	19.21	21.11	16.88
gene_759	28.98	59.78	3.8	3.69	19.36	5.68	5.8	1.81	4.78	50.91	108.21	89.08	11.22	13.37	3.24
gene_760	62.59	45.25	47.45	45.23	94.42	31.73	171.19	181.32	16.02	69.06	69.71	72.77	12.11	16.13	13.94
gene_761	17.92	23.46	4.56	10.95	1.93	15.34	19	17.22	9.45	25.39	19.87	21.13	5.49	4.2	4.26
gene_762	0.72	1.64	0	0	0	0.27	0	0	0.22	0.48	0.54	0.76	0.23	0.47	0
gene_763	51.06	45.27	62.46	87.85	188.77	72.07	75.63	70.58	32.34	62.5	59.68	58.11	16.93	18.46	14.41
gene_764	24.42	29.94	22.13	18.22	24.63	17.82	10.93	13.23	8.13	40.29	41.19	43.19	10.67	11.34	5.9
gene_765	12.62	12.54	8.3	8.04	26.24	13.51	13.56	11.29	4.42	49.6	47.01	50.52	8.91	3.76	4.07
gene_766	54.42	53.93	46.25	46.69	59.09	41.13	195.16	178.56	21.35	87.11	93.39	117.2	25.39	23.4	17.96
gene_767	9.43	24.91	4.91	0.68	5.35	4.19	7.84	9.37	6.45	21.27	26.36	26.38	5.32	1.85	2.99
gene_768	59.74	50.76	72.16	100.85	119.16	74.95	119.76	146.03	55.99	78.69	79.61	82.04	18.34	18.07	19.55
gene_769	27.97	31.77	18.84	28.81	11.19	30.4	195.68	190.15	14.89	41.48	48.72	47.11	13.42	7.18	6.07
gene_770	5.38	4.68	3.43	3.33	6.55	5.96	4.36	9	2.87	8.41	12.19	6.08	1.45	3.77	2.92
gene_771	39.45	32.96	36.81	40.74	62.2	33.38	59.32	55.39	16.9	49.73	55.29	49.27	17.04	17.76	13.05
gene_772	86.8	101.11	16.44	14.16	51.14	5.45	9.29	3.49	13.75	107.58	165.18	159.47	21.56	30.51	4.67
gene_773	116.66	99.46	156.55	37.76	106.7	69.23	14.48	15.49	20.84	40.06	35.96	47.72	20.68	21.9	34.72
gene_774	29.06	28.54	31.89	36.59	20.19	29.24	82.06	78.48	15.37	52.18	50.75	58.22	12.11	16.45	10.68
gene_775	26.11	53.22	10.83	14.22	5.17	15.49	56.93	62.29	4.91	41.7	55.96	60.88	14.47	10.12	6.35
gene_776	61.13	48.2	89.57	114.57	112.98	90.28	130.04	131.66	88.46	111.58	102.53	101.87	44.97	44.61	53.79
gene_777	33.36	39.09	36.49	41.01	103.86	35.61	57.22	56.4	14.98	65.57	63.08	74.6	18.63	13.9	11.69
gene_778	34.6	42.03	46.11	92.5	153.4	93.34	97.8	133.81	38.47	94.24	82.54	91.94	12.47	15.17	12.11
gene_779	33.3	44.25	20.25	19.32	9.61	16.48	31.05	27.96	9.83	56.09	63.75	66.66	13.01	11.8	8.32
gene_780	21.88	21.85	15.98	17.94	7.49	8.37	27.38	24.9	6.34	33.03	23.93	31.65	5.68	5.92	5.73
gene_781	24.47	28.06	36.29	87.16	234.03	79.53	59.37	65.94	51.02	33.46	36.41	33.86	14.8	18.98	15.57
gene_782	27.47	30.17	24.14	62.27	89.75	47.5	131.11	126.36	21.18	57.34	59.12	64.1	14.98	13.47	11.69
gene_783	1402.95	1532.34	846.14	2766.54	336.67	2684.06	3843.85	3356.53	1799.89	3610.17	4166.31	4956.69	612.57	410.96	505.57
gene_784	50.1	79.35	49.75	77	31.11	67.72	111.87	110.05	32.87	85.7	99.35	129.52	19.88	22.26	15.62
gene_785	89.34	76.44	117.76	97.67	123.91	81.02	51.97	42.83	43.93	556.31	675.82	520.88	421.5	493.1	382.49
gene_786	22.56	26.09	11.68	11.32	29.73	15.19	36.09	30.89	9.02	32.48	33.78	41.77	13.26	11.85	9.57
gene_787	56.47	52.21	63.08	89.21	227.12	75.99	54.3	45.21	45.51	56.54	61.11	63.45	23.34	23.39	22.13
gene_788	27.74	43.97	23.13	27.6	36.41	26.42	21.02	19.74	12.14	41.05	41.59	49.37	12.47	13.6	8.99
gene_789	32.74	36.57	10.84	15.07	8.28	19.05	19.11	22.44	9.98	49.03	61.34	57.99	12.8	13.03	6.78
gene_790	176.39	136.91	237.64	720.22	602.97	738.5	476.21	478.65	405.66	549.66	515.77	497.2	67.28	74.05	63.29
gene_791	225.23	183.72	264.3	351.29	143.01	421.83	598.29	759.6	153.92	257.59	260.83	305.77	98.47	91.04	117.36
gene_792	21.9	23.9	14.39	10.46	19.63	11.25	9.94	8.84	7.1	37.85	37.35	41.96	11.49	10.85	5.48
gene_793	21.75	30.1	14.03	8.66	5.69	20.31	16.88	16.15	11.48	32.46	32.75	32.39	80.45	54.14	69.62
gene_794	34.8	44.88	13.43	23.51	6.17	34.14	39.09	33.85	11.86	29.97	33.74	46.35	16.36	7.87	15.27
gene_795	48.94	56.18	45.27	51.79	77.13	43.75	38.52	43.72	39.12	65.65	69.12	66.62	22.05	25.42	20
gene_796	25.99	42.29	15.05	21.07	11.35	28.28	45.36	44.19	11.66	51.74	46.45	44.32	12.69	9.8	7.6
gene_797	135.29	126.49	142.78	181.01	69.34	203.92	173.56	173.71	150.92	316.27	319.07	309.76	48.49	46.42	38.01
gene_798	49.31	46.78	25.42	55.16	9.22	62.34	39.39	44.47	28.2	73.61	75.11	69.57	12.71	8.06	12.6
gene_799	43.93	40.93	80.72	72.11	172.04	92.94	322.94	396.82	28.85	85.82	81.13	76.64	31.36	38.28	37.89
gene_800	139.42	118.13	200.4	564.64	1671.53	398.27	939.14	832.11	200.49	264.92	255.94	243.5	77.61	83.78	77.52
gene_801	41.02	30.91	51.25	78.99	282.38	78.18	106.68	107.7	53.01	53.96	58.77	47.59	28.82	27.04	24.2
gene_802	18.66	25.02	13.68	9.91	4.55	12.03	11.7	12.12	4.86	29.86	29.8	32.48	9.93	8.92	8.07
gene_803	165.96	124.24	168.7	277.78	527.12	217.29	251.13	219.65	103.23	222.36	236.6	223.85	55.3	65.95	45.95
gene_804	288.98	219.16	384.51	1461.19	1652.65	1563.82	1852.21	2092.93	783.83	1831.41	1585.68	1652.23	102.8	114.42	115.73
gene_805	56.87	70.94	55.18	60.95	36.6	57.39	41.79	55.96	36.77	96.46	82.96	92.95	19.73	19.79	14.92
gene_806	45.19	67.85	32.79	96.01	115.01	59.41	239.7	285.66	38.53	90.92	93.59	108.25	23.44	26.16	18.89
gene_807	8.68	2.21	14.52	1.57	32.87	17.66	3.28	4.63	9.45	11.52	16.4	17.18	14.97	19.87	6.88
gene_808	48.35	36.86	41.47	35.88	29.24	44.43	154.15	160.9	32.3	50.12	46.69	41.68	28.52	31.7	30.19
gene_809	141.33	142.89	155.84	181.48	129.05	139.13	186.25	163.95	84.3	118.86	120.39	135.68	50.86	57.97	49.76
gene_810	49.09	41.64	47.79	86.89	105.75	69.8	101.17	98.31	35.81	75.1	87.66	86.69	17.39	16.27	13.81
gene_811	66.5	60.84	93.71	140.06	198.03	123.96	197.99	192.07	44.24	114.51	112.4	112.53	22.45	23.8	23.07
gene_812	41.16	44.04	47.38	98.95	223.38	64.28	112.4	109.84	24.76	73.72	86.8	82.04	20.85	24.05	16.93
gene_813	20.86	31.45	15.46	13.86	35.73	12.93	12.82	11.54	7.29	60.66	55.87	68.46	13.48	11.88	6.09
gene_814	204.01	131.29	281.67	494.75	1662.88	444.63	457.48	429.78	341.11	267.4	242.21	228.48	213.99	211.42	202.07
gene_815	13.6	20.19	6.79	3.21	2.01	8.17	6.11	7.54	3.17	22.26	15.4	27.91	7.19	6.53	3.77
gene_816	20.46	40.29	7.61	0	2.42	0	1.93	0	0	22.06	50.23	39.14	1.6	1.67	3.24
gene_817	755.27	606.54	1037.56	6650.75	17570.62	6268.49	8863.71	8585.97	1877.39	3157.46	3113.95	3184.93	433.41	435.95	437.26
gene_818	28.49	33.02	18.55	22.18	28.48	28.82	40.59	50.74	9.14	48.1	51.15	52.88	16.94	12.96	8.45
gene_819	79.37	79.35	107.45	219.22	311.25	159.21	371.2	365.57	85.36	146.19	150.4	175.44	36.1	32.59	40.9
gene_820	45.79	43.74	54.72	66.35	128.99	65.2	84.81	96.47	36.28	66.76	66.84	67.91	17.58	18.53	17.77
gene_821	0.63	0	0.7	0.68	0.89	0.7	0	0	0	0.63	2.14	0.5	0	0	0.6
gene_822	45.71	38.5	49.18	67.03	102.27	74.6	152.56	191.48	36.26	79.11	80.01	79.98	21.76	22.12	26.29
gene_823	111.7	115.68	113.86	162.14	59.9	127.44	238.51	200.16	64.19	120.35	118.15	132.22	20.01	21.21	21.57
gene_824	134.36	108.25	171.32	187.32	251.62	184.07	295.92	326.81	124.62	191.53	206.69	225.49	63.48	63.52	67.65
gene_825	132.04	129.5	140.23	664.86	1072.56	663.24	547.51	579.69	355.16	352.3	329.12	396.74	60.07	56.17	64.16
gene_826	5.19	2.37	0	1.12	0	0	1.18	0	0	1.03	2.35	1.64	2.92	0	1.97
gene_827	50.85	79.93	57.27	95.61	51.37	80.09	261.32	305.55	65.23	83.46	74.82	106.5	23.24	22.5	20.47
gene_828	37.19	42.47	24.25	40.93	48.02	42.89	51.02	44.47	16.29	51.58	60.25	68.67	15.91	11.45	8.94
gene_829	55.81	58.54	62.5	45.51	94.81	41.91	28.29	26.7	41.47	77.3	82.14	77.13	32.98	33.9	23.83
gene_830	114.42	109.51	152.39	76.95	91.74	68.3	42.6	33.02	39.53	147.35	171.73	191.53	96.51	100.19	109.17
gene_831	19.36	18.28	18.9	26.73	71.9	22.6	41.8	37.97	9.68	33.18	31.06	32.91	10.01	11.26	9.77
gene_832	18.98	27.25	4.43	25.28	3.76	25.45	167.71	156.53	15.65	45.24	44.51	58.7	5.39	0.86	2.1
gene_833	36.38	41.35	22.06	32.66	54.66	26.9	54.06	57.1	15.69	62.89	66.06	69.22	17.01	16.9	10.72
gene_834	33.47	49.56	33.43	56.71	97.73	48.53	118.63	98.77	25.54	83.45	71.91	80.45	23.28	23.25	15.9
gene_835	31.66	48.26	16.65	34.02	1.47	28.52	39.45	36.04	16.32	50.51	49.16	61.8	14.31	13.53	8.53
gene_836	22.94	21.8	21.02	41.79	74.95	43.58	48.31	48.7	25.66	34.41	33.13	32.72	5.32	4.31	5.53
gene_837	30.48	27.32	21.71	18	41.66	27.55	41.94	46.59	9.22	49.72	46.38	50.94	13.01	13	9.39
gene_838	82.69	72.64	101.48	555.16	1571.08	373.21	739.84	650.22	172.38	169.86	167.93	178.46	36.36	40.82	40.95
gene_839	65.04	57.95	26.75	25.45	7.01	43.53	254.36	287.1	23.23	58.48	53.37	60.72	9.7	5.71	7.25
gene_840	8.67	12.44	6.07	8.64	1.93	9.05	14.27	23.9	4.92	18.62	11.37	15.48	3.83	3.34	2.91
gene_841	24.25	18.07	4.8	1.74	7.64	3.58	7.95	4.59	4.53	36.46	24.43	36.26	6.08	5.28	2.05
gene_842	22.8	25.85	15.63	18.46	46.99	17.69	38.65	44.87	8.34	46.91	45.37	42.35	12.05	13.74	11.1
gene_843	360.25	265.6	385.2	546.24	1549.37	511.48	623.57	573.71	469.62	278.66	287.23	293.98	381.83	426.77	334.44
gene_844	42.7	48.04	44.9	58.75	63.65	74.35	50.55	53.32	22.79	132.14	115.58	126.21	19.64	19.19	15.51
gene_845	129.69	100.24	112.29	265.41	33.7	232.69	1089.12	1006.85	175.79	134.52	129.51	168.15	32.63	33.77	30.76
gene_846	2.08	13.83	0.66	0.97	0.21	0.33	0.33	0.16	0.14	5.77	4.72	4.83	1.26	1.17	0.71
gene_847	32.73	30.73	45.27	84.01	199.05	65.47	89.81	99.89	39.53	74.44	76.15	66.39	20.61	16.04	15.83
gene_848	28.93	43.27	16.44	8.26	3.1	3.63	5.57	2.9	3.57	56.5	85.99	84.7	21.56	15.52	9.86
gene_849	315.8	253.65	385.45	435.03	1141.44	430.08	544.83	506.76	255.47	411.35	398.35	381.8	340.76	366.77	312.81
gene_850	33.52	53.59	8.43	38.88	4.35	36.95	138.16	129.3	20.98	50.04	48.41	71.03	9.42	4.01	8.74
gene_851	28.83	34.49	33.04	65.52	30.59	61.56	224.59	251.06	25.14	65.69	59.84	65.27	11.4	10.83	10.5
gene_852	17.2	22.79	2.29	1.62	1.33	3.11	6.15	2.98	5.58	31.62	31.56	29.59	8.26	5.5	1.6
gene_853	158.67	127.46	236.92	411.83	1440.68	380.09	415.97	459.75	165.19	252.79	251.95	252.47	75.35	93.77	118.61
gene_854	44.39	33.39	36.58	48.39	66.97	35.96	130.12	123.82	18.09	53.29	56.31	61.49	15.52	17.12	14.68
gene_855	84.16	97.95	88.93	190.32	503.16	119.35	518.96	424.09	66.57	143.51	137.04	138.59	55.98	50.93	34.95
gene_856	48.21	46.85	54.18	104.02	318.69	101.2	65.14	48.48	72.94	59.84	62.03	60.07	28.54	22.97	20.63
gene_857	66.49	58.43	57.28	31.48	26.91	39.62	15.27	12.29	11.8	61.53	62.9	72.22	60.46	51.72	31.34
gene_858	19.16	17.78	20.44	18.73	43.75	16.45	59.72	54.83	6.68	34.66	33.23	34.69	10.34	10.62	8.08
gene_859	45.18	27.06	31.86	78.73	17.01	64.94	137.51	130.11	40.86	53.22	44.93	52.92	11.71	14.01	10.08
gene_860	54.21	47.22	38.23	41.85	14.91	47.86	158.74	159.07	13.93	83.14	93.41	125.68	30.69	17.9	17.35
gene_861	20.35	22.75	16.86	22.32	54.35	21.08	46.4	43.26	9.95	42.26	38.01	37.83	9.94	10.45	7.28
gene_862	50.95	66.02	48.28	109.76	67.15	78.72	50.36	39.93	51.27	89.46	100.63	86.43	19.17	23.2	13.15
gene_863	11.12	25.04	5.92	6.28	16.49	4.78	7.15	4.59	5.58	25.43	22.19	31.4	5.77	6.02	2.37
gene_864	51.59	56.67	33.13	20.99	42.18	26.87	30.26	27.89	10.71	72.24	73.91	81.92	24.81	26.35	18.92
gene_865	17.32	20.77	14.17	25.22	35.69	21.38	36.28	35.26	11.47	34.06	34.67	37.71	7.62	5.21	4.51
gene_866	30.45	43.37	28.01	51.63	8.38	58.26	91.31	99.32	22.55	66.87	56.72	72.77	15.03	13.06	17.36
gene_867	45.36	45.02	43.71	95.2	182.65	74.87	136.98	130.88	41.5	78.12	80.19	83.09	23.64	24.73	17.88
gene_868	20.96	27.35	15.57	14.76	22.24	17.61	6.24	9.24	4.34	67.52	74.96	76.67	7.76	7.47	5.43
gene_869	40.86	43.75	41.04	53.28	139.46	38.75	75.01	67.11	24.45	78.24	76	86.93	21.41	16.52	14.83
gene_870	13.13	23.22	10.73	11.35	3.73	9.13	10.92	8.2	7.03	24.39	25.59	24.81	5.6	8.07	3
gene_871	34.53	38.56	20.59	20.83	60.02	18.41	44.93	31.93	9.24	51.69	53.69	62.09	14.09	14.17	13.49
gene_872	24.41	23.98	28.11	54.81	48.88	72.49	96.58	97.62	47.57	41.02	30.11	31.98	31.36	26.32	24.74
gene_873	29.33	37.51	23.61	27.53	28.83	20.95	109.69	100.57	8.94	48.7	49.45	54.02	16.01	15.99	11.83
gene_874	16.57	20.44	12.21	14.72	29.79	13.39	19.19	14.73	7.07	28.23	24.26	28.68	9.77	9.43	4.47
gene_875	28.58	53.14	20.34	36.47	38.85	29.78	42.96	36.49	23.93	56.54	54.43	61.19	9.23	13.33	5.07
gene_876	356.38	307.85	452.18	1083.09	2214.07	918.33	879.24	861.72	610.84	692.85	733.87	677.93	190.64	230.71	188.59
gene_877	61.46	57.93	71.24	108.78	212.37	90.57	119.29	115.22	48.18	94.05	96.01	100.92	34.49	38.76	31.65
gene_878	21.58	24.41	8.13	16.82	33.92	17.18	11.29	8.81	7.65	42.41	41.46	42.83	9.62	9	4.66
gene_879	109.35	106.65	88.39	217.69	374.06	159.11	218.71	187.66	69.9	211.64	261.73	278.98	41.54	49.4	29.7
gene_880	30.08	56.92	6.94	14.57	16.19	6.9	10.58	5.52	2.91	55.75	52.89	64.87	13.65	10.17	3.94
gene_881	49.88	42.28	30.14	69.03	147.54	43.95	51.28	64.05	43.49	91.86	101.96	84.14	27.62	31.99	23.48
gene_882	111.06	92.6	138.06	487.43	1269.91	509.08	276.75	270.98	183.59	278.09	286.33	254.19	113.18	122.52	99.07
gene_883	48.49	52.7	53.01	83.05	187.2	68.93	72.04	70.64	29.07	93.29	87.26	96.1	35.56	30.05	27.59
gene_884	55.17	57.69	37.86	49.77	20.38	46.52	63.86	57.3	22.97	68.97	78.27	76.88	21.22	17.88	24.27
gene_885	15.57	17.72	5.27	5.11	8.61	5.92	4.61	4.14	3.12	29.56	25.91	30.99	6.33	6.98	3.33
gene_886	24.61	25.44	15.8	15.74	10.79	21.72	46.32	44.6	7.33	56.55	58.7	63.24	8	8.21	6.49
gene_887	1473.82	1004.64	2271.09	6786.51	13247.42	5626.74	6711.16	5445.6	4319.56	4064.32	3990.39	3511.12	991.6	1130.54	946.17
gene_888	136.8	135.89	183.76	84.84	307.17	115.67	57.23	59.71	37.67	177.45	226.19	185.53	98.06	74.76	86.33
gene_889	32.97	71.02	27.57	15.86	4.36	12.55	14.26	12.8	6.78	255.26	279.09	259.44	75.8	87.52	65.33
gene_890	24.71	26.78	11.63	8.33	11.26	11.57	23.14	27.53	6.77	43.78	41.88	40.38	11.51	10.22	7.76
gene_891	67.8	60.61	69.51	136.31	294.68	110.49	228.97	216.44	45.16	96.17	98.88	103.03	30.09	30.1	26.34
gene_892	327.83	254.02	304.82	536.68	1439.33	343.25	685.03	558.49	126.29	369.6	479.41	549.2	175.24	173.37	136.4
gene_893	675.12	494.41	890.21	2458.21	5615.32	1932.31	1650.69	1422.17	1383.03	1347.76	1273.36	1135.79	675.91	773.4	671.37
gene_894	112.75	93.75	115.36	163.56	144.79	181.37	160.55	149.72	90.18	127.28	167.05	166.16	30.75	26.32	32.94
gene_895	69.49	104.18	27.53	69.33	6.5	94.58	79.68	84.31	59.38	83.85	94.03	99.34	26.81	13.97	28.06
gene_896	384.49	332.91	530.98	2633.58	6789.77	2188.14	1747.49	1552.05	1093.29	784.86	793.08	794.41	215.65	243.16	170.74
gene_897	163.15	205.12	18.75	25.45	59.68	29.85	41.97	32.24	7.85	256.12	390.75	395.46	68.01	59.36	22.38
gene_898	23.62	29.87	37.26	115.85	141.49	102.9	239.21	262.67	37.1	37.28	33.3	42.88	9.21	9.6	17.53
gene_899	31.78	35.39	24.19	20.16	62.13	25.33	18.78	17.84	9.41	46.97	48.31	46.55	34	37.69	26.23
gene_900	163.67	140.79	148.28	262.31	246.15	235.16	242.38	215.57	129.94	311.66	356.08	353.45	80.32	83.15	61.47
gene_901	54.7	72.31	45.37	45.42	10.5	38.1	149.26	157.33	15.78	62.33	53.61	68.41	15.9	14.77	10.3
gene_902	24.44	37.25	29.15	103.21	47.59	98.97	137.95	127.72	70	108.61	94.03	91.34	12.29	12.82	14.04
gene_903	75.31	68.88	63.96	149.63	146.15	95.98	187.61	164.21	53.28	96.62	107.07	116.1	30	25.91	19.39
gene_904	18.57	21.33	9.72	4.1	9.38	5.31	12.12	8.54	3.28	29.26	30.28	33.62	7.14	8.82	4.14
gene_905	255.45	240.36	298.68	234.08	666.23	193.77	4332.63	3596.98	7757.99	840.29	965.63	691.51	274.33	303.34	229.89
gene_906	687.46	586.27	975.53	941.49	2551.72	746.61	531.89	424.2	433.34	505.77	559.07	550.99	182.54	211.02	168.73
gene_907	15.49	14.39	8.53	11.16	7.07	18.96	16.76	18.59	8.14	21.27	23.21	23.12	4.85	5.94	5.41
gene_908	15.65	21.44	8.43	3.42	3.49	8.58	5.28	5.99	4.02	28.34	24.71	30.13	7.19	7.76	6.44
gene_909	35.17	36.71	25.74	54.01	20.74	38.01	71.81	57.44	16.66	58.71	63.99	65.4	11.88	13.62	8.06
gene_910	42.93	40.32	37.07	70.45	135.68	53.43	65.16	58.55	25.22	64.69	66.8	65.14	20.32	21.81	17.58
gene_911	101.09	93.53	142.67	396.66	77.13	237.87	847.03	897.43	169.02	138.42	173.5	190.13	48.36	42.39	48.88
gene_912	12.54	9.75	3.76	1.57	2.74	4.01	3.28	2.06	2.03	15.13	14.76	13.56	3.17	3.55	1.6
gene_913	60.6	53.2	72.12	111.23	167.23	110.74	180.93	180.78	86.67	94.99	96.24	91.66	46.89	47.89	44.29
gene_914	63.04	66.05	71.56	43.94	107.43	79.71	20.88	14.62	15.31	44.58	41.28	49.48	15.21	19.47	14.73
gene_915	21.54	31.01	9.78	4.31	18.12	3.54	2.71	5.95	3.72	38.91	32.55	45.47	9	7.04	5.31
gene_916	17.38	23.25	3.95	9.97	4.53	19.27	6.84	9.82	8.6	37.77	28.13	40.7	6.34	5.56	5.4
gene_917	56.64	57.1	49.41	64.59	23.72	62.98	67.77	63.19	29.33	96.4	117.14	114.79	24.37	25.54	16.42
gene_918	184.26	154.77	287.59	362.72	479.4	342.97	333.83	357.92	220.43	290.02	325.24	277.25	119.57	126.81	114.59
gene_919	175.84	192.84	213.12	216.27	146.39	208.16	383.05	385.5	172.93	253.16	236.84	273.5	121.24	115.56	131.2
gene_920	54.45	50.86	69.87	122.73	364.43	117.46	192.29	203.94	43.4	88.26	95.78	92.33	28.83	26.55	31.16
gene_921	0	0.41	0	0	0	0	0.62	0	0	0	0	0.43	0	0.53	0
gene_922	33.73	45.51	20.69	19.69	17.24	14.41	31.18	30	5.2	50.19	47.01	55.54	13.48	13.4	3.85
gene_923	80.56	71.61	101.93	310.12	760.53	234.59	171.8	160.85	209.44	82.8	72.64	73.94	29.21	31.1	23.26
gene_924	167.71	110.54	227.16	547.72	1516.64	459.77	740.68	733.9	274.6	277.48	239.89	248.01	95.37	98.71	90.88
gene_925	17.45	26.23	7.13	12.89	7.05	11.3	11.98	13.82	5.33	34.19	33.15	36.04	6.89	4.63	3.9
gene_926	128.45	115.66	107.71	367.98	1151.9	465.85	762.59	662.2	130.46	750.62	774.16	852.61	67.34	71.88	61.58
gene_927	85.57	81.04	37.58	62.6	31.9	211.88	183.33	220.94	123.39	84.3	77.38	86.22	21.14	14.4	21.36
gene_928	57.32	44.93	67.56	205.34	102.27	205.26	98.45	106.4	67.24	101.06	66.82	121.87	40.04	41.75	31.13
gene_929	28.01	27.13	22.61	35.08	72.44	31.5	41.27	40.84	13.68	40.9	43.75	36.99	11.57	11.8	7.34
gene_930	442.8	345.55	361.62	548.75	27.84	540.51	612.6	644.33	405.42	487.25	547.95	518.35	331.27	287.69	234.45
gene_931	9.45	12.15	3.14	8.08	8.21	10.33	5.44	4.36	3.56	17.27	21.11	18.66	4.38	3.18	2.28
gene_932	27.55	27.96	25.12	47.73	95.79	35.36	93.02	75.81	14.2	45.81	48.23	50.6	15.01	15.18	14.26
gene_933	29.28	28.2	24.65	34.31	56.49	35.5	38.14	33.97	20.87	42.63	43.06	43.87	12.96	12.38	9.74
gene_934	21.06	23.6	22.66	76.4	281.41	62.32	116.23	129.12	32.87	45.24	41.82	41.75	16.86	16.15	14.86
gene_935	71.01	61.11	73.34	201.6	523.07	157.54	112.56	99.12	97.83	117	135.76	131.82	40.25	47.46	27.35
gene_936	101.55	105.93	91.21	165.9	17.71	114.24	197.45	201.78	47.65	110.88	99.29	115.53	37.92	34.14	36.13
gene_937	150.8	119.56	235.7	366.75	742.93	353.86	364.64	399.3	182.24	323.55	291.98	301.45	78.2	75.22	76.71
gene_938	61.13	74.53	54.56	124.28	64.11	107.92	133	118.01	75.97	174.7	187.88	188.39	17.85	17.57	14.39
gene_939	91.94	66.4	111.07	136.88	334.58	125.92	109.76	87.01	68.69	114.66	119.39	106.96	54.12	56.62	54.42
gene_940	46.35	51.19	33.75	90.77	182.14	65.78	130.57	132.69	26.85	79.98	82.31	82.65	21.09	21.74	13.97
gene_941	77.05	64.3	79.07	162.3	388.65	94.89	624.29	572.12	52.17	135.08	143.74	152.34	40.88	37.96	33.43
gene_942	68.43	70.23	40.85	126.96	211.07	124.9	415.57	359.81	40.22	95.99	117.85	106.64	23.3	23.25	17.92
gene_943	30.75	25.56	35.16	30.11	61.15	33.66	90.05	93.88	16.24	44.96	46.91	44.11	14.31	16.97	15.13
gene_944	31.42	40.36	32.33	40.51	121.88	32.89	51.92	40.51	22.27	48.71	44.69	48.05	13.85	15.44	12.85
gene_945	42.5	34.29	50.06	69.66	214.21	59.41	79.58	72.07	34.49	80.94	74.5	68.25	16.65	14.73	14.11
gene_946	40.38	39.29	38.18	39.69	72.07	30.24	39.61	33.03	18.68	59.78	60.44	67.38	16.74	17.13	14.01
gene_947	12.64	15.34	13.9	16.55	47.01	13.43	36.15	29.39	7.64	33.32	31.88	35.52	5.02	6.81	3.55
gene_948	29.37	33.09	25.32	69.31	136.79	55.54	105.68	97.52	21.71	58.62	57.74	63.02	14.34	12.11	7.17
gene_949	312	228.84	383.22	474.82	783.33	432.01	542.1	535.16	207.09	533.72	524.86	523.12	90.17	94.3	92.93
gene_950	36.27	29.98	39.44	26.28	61.41	28.52	53.69	66.01	18.88	40.91	49.32	45.44	21.06	18.34	21.17
gene_951	30.64	32.6	12.1	6.21	4.53	3.54	4.35	7.48	2.98	63.53	45.57	48.51	9	9.39	7.89
gene_952	47.84	62.46	19.42	43.74	4.95	50.9	137.68	134.2	24.57	71.58	71.05	99.02	14.06	6.43	9.74
gene_953	39.85	45.55	53.58	84.81	222.43	66.75	56.61	47.03	56.92	52.74	42.6	50.24	18.54	25.78	15.42
gene_954	173.34	118.13	293.98	236.3	609.81	290.49	141.62	128.74	149.64	266.81	269.44	251.23	105.98	121.05	125.51
gene_955	56.44	50.86	60.32	201.24	281.8	117.64	308.62	273.59	65.73	91.88	99.13	99.08	31.94	33.64	28.26
gene_956	120.51	103.07	163.72	183.66	221.53	186.51	507.92	594.54	97.9	183.3	157.71	184.73	41.28	44.98	43.61
gene_957	208.98	164.05	286.04	430.68	973.47	479.96	465.45	445.44	447.22	452.04	438.4	390.96	53.25	57.87	45.11
gene_958	267.2	197.45	349.67	305.13	594.5	310.46	219.97	192.82	158.92	309.59	328.21	332.69	175.29	173.21	178.87
gene_959	20.99	36.52	9.6	6.69	21.18	8.35	17.89	18.34	4.07	45.4	34.78	48.5	8.33	7.85	8.42
gene_960	25.79	31.34	33.75	88.08	47.75	61.35	163.21	185.51	34.53	63.24	66.93	49.12	15.82	16.49	18.83
gene_961	15.56	28.35	14.55	9.09	22.34	12.7	14.4	13.91	7.68	33.82	33.24	41.34	10.43	10.87	5.61
gene_962	46.92	56.22	35.98	17.26	16.82	18.26	25.39	26.48	11.98	114.54	120.9	134.77	19.04	18.88	13.15
gene_963	98.92	79.06	126.02	296.53	634.52	239.01	262.5	255.66	145.89	133.71	141.53	131.83	53.61	58.66	57.55
gene_964	48	57.22	46.88	91.3	201.34	68.1	74.18	62.12	32.03	71.66	70.32	75.85	24.32	23.07	20.42
