Entry	code	Scientific_name	txid	Common_name	Taxonomic_classification
T02190	amm	Amycolatopsis mediterranei S699			Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T02804	amz	Amycolatopsis mediterranei RB			Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T02678	aoi	Amycolatopsis orientalis	31958		Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T03225	aja	Amycolatopsis japonica	208439		Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T03230	amq	Amycolatopsis methanolica	1814		Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T05278	amyc	Amycolatopsis sp. AA4	1896961		Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T05296	amyb	Amycolatopsis sp. BJA-103	1911175		Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T05547	aab	Amycolatopsis albispora	1804986		Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T01479	pdx	Pseudonocardia dioxanivorans	240495		Prokaryotes; Bacteria; Actinobacteria; Pseudonocardia
T04051	psea	Pseudonocardia sp. AL041005-10	445576		Prokaryotes; Bacteria; Actinobacteria; Pseudonocardia
T04054	psee	Pseudonocardia sp. EC080625-04	1096868		Prokaryotes; Bacteria; Actinobacteria; Pseudonocardia
T04082	pseh	Pseudonocardia sp. HH130629-09	1641402		Prokaryotes; Bacteria; Actinobacteria; Pseudonocardia
T04146	pseq	Pseudonocardia sp. EC080610-09	1688404		Prokaryotes; Bacteria; Actinobacteria; Pseudonocardia
T04234	pecq	Pseudonocardia sp EC080619-01			Prokaryotes; Bacteria; Actinobacteria; Pseudonocardia
T04486	phh	Pseudonocardia sp. HH130630-07	1690815		Prokaryotes; Bacteria; Actinobacteria; Pseudonocardia
T00957	ami	Actinosynnema mirum	40567		Prokaryotes; Bacteria; Actinobacteria; Actinosynnema
T05092	apre	Actinosynnema pretiosum	42197		Prokaryotes; Bacteria; Actinobacteria; Actinosynnema
T02404	sesp	Saccharothrix espanaensis	103731		Prokaryotes; Bacteria; Actinobacteria; Saccharothrix
T03039	kal	Kutzneria albida	43357		Prokaryotes; Bacteria; Actinobacteria; Kutzneria
T04088	kphy	Kibdelosporangium phytohabitans	860235		Prokaryotes; Bacteria; Actinobacteria; Kibdelosporangium
T04448	led	Lentzea guizhouensis	1586287		Prokaryotes; Bacteria; Actinobacteria; Lentzea
T04472	ahm	Actinoalloteichus hymeniacidonis	340345		Prokaryotes; Bacteria; Actinobacteria; Actinoalloteichus
T04619	acti	Actinoalloteichus sp. GBA129-24	1612551		Prokaryotes; Bacteria; Actinobacteria; Actinoalloteichus
T04639	acad	Actinoalloteichus sp. ADI127-7	1612552		Prokaryotes; Bacteria; Actinobacteria; Actinoalloteichus
T04975	ahg	Actinoalloteichus hoggarensis	1470176		Prokaryotes; Bacteria; Actinobacteria; Actinoalloteichus
T05306	acta	Actinoalloteichus sp. AHMU CJ021	2072503		Prokaryotes; Bacteria; Actinobacteria; Actinoalloteichus
T04489	all	Alloactinosynnema sp. L-07	1653480		Prokaryotes; Bacteria; Actinobacteria; Alloactinosynnema
T04988	pmad	Prauserella marina	530584		Prokaryotes; Bacteria; Actinobacteria; Prauserella
T00504	stp	Salinispora tropica	168695		Prokaryotes; Bacteria; Actinobacteria; Salinispora
T00613	saq	Salinispora arenicola	168697		Prokaryotes; Bacteria; Actinobacteria; Salinispora
T01296	mau	Micromonospora aurantiaca	47850		Prokaryotes; Bacteria; Actinobacteria; Micromonospora
T01379	mil	Micromonospora sp. L5	648999		Prokaryotes; Bacteria; Actinobacteria; Micromonospora
T01471	vma	Verrucosispora maris	1003110		Prokaryotes; Bacteria; Actinobacteria; Verrucosispora
T01795	ams	Actinoplanes missouriensis	1866		Prokaryotes; Bacteria; Actinobacteria; Actinoplanes
T02044	ase	Actinoplanes sp. SE50/110	134676		Prokaryotes; Bacteria; Actinobacteria; Actinoplanes
T02655	actn	Actinoplanes sp. N902-109	649831		Prokaryotes; Bacteria; Actinobacteria; Actinoplanes
T02892	afs	Actinoplanes friuliensis	196914		Prokaryotes; Bacteria; Actinobacteria; Actinoplanes
T05392	acts	Actinoplanes sp. SE50	2033844		Prokaryotes; Bacteria; Actinobacteria; Actinoplanes
T05048	plk	Plantactinospora sp. KBS50	2024580		Prokaryotes; Bacteria; Actinobacteria; Plantactinospora
T05377	plab	Plantactinospora sp. BC1	2108470		Prokaryotes; Bacteria; Actinobacteria; Plantactinospora
T05391	plat	Plantactinospora sp. BB1	2071627		Prokaryotes; Bacteria; Actinobacteria; Plantactinospora
T00967	cai	Catenulispora acidiphila	304895		Prokaryotes; Bacteria; Actinobacteria; Catenulispora
T01194	sna	Stackebrandtia nassauensis	283811		Prokaryotes; Bacteria; Actinobacteria; Stackebrandtia
T01242	ahe	Arcanobacterium haemolyticum	28264		Prokaryotes; Bacteria; Actinobacteria; Arcanobacterium
T01257	mcu	Mobiluncus curtisii	2051		Prokaryotes; Bacteria; Actinobacteria; Mobiluncus
T03070	tpy	Trueperella pyogenes TP6375			Prokaryotes; Bacteria; Actinobacteria; Trueperella
T03579	tpyo	Trueperella pyogenes TP8			Prokaryotes; Bacteria; Actinobacteria; Trueperella
T03214	asg	Actinotignum schaalii	59505		Prokaryotes; Bacteria; Actinobacteria; Actinotignum
T05430	actt	Actinotignum sp. 313	2171980		Prokaryotes; Bacteria; Actinobacteria; Actinotignum
T04027	amy	Actinomyces meyeri	52773		Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T04083	acq	Actinomyces sp. oral taxon 414	712122		Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T04280	aos	Actinomyces oris	544580		Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T04288	ard	Actinomyces radicidentis	111015		Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T04541	avu	Actinomyces sp. VUL4_3			Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T04911	actp	Actinomyces gaoshouyii	1960083		Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T05279	actc	Actinomyces sp. Chiba101	1851395		Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T05399	acto	Actinomyces sp. oral taxon 897	2081702		Prokaryotes; Bacteria; Actinobacteria; Actinomyces
T00094	blo	Bifidobacterium longum NCC2705			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T00707	blj	Bifidobacterium longum DJO10A			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T00794	bln	Bifidobacterium longum subsp. infantis ATCC 15697		JGI	Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02092	blon	Bifidobacterium longum subsp. infantis ATCC 15697		Tokyo	Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01420	blf	Bifidobacterium longum subsp. infantis 157F			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01240	bll	Bifidobacterium longum subsp. longum JDM301			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01345	blb	Bifidobacterium longum subsp. longum BBMN68			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01419	blm	Bifidobacterium longum subsp. longum JCM 1217			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01845	blk	Bifidobacterium longum subsp. longum KACC 91563			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02580	blg	Bifidobacterium longum subsp. longum F8			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03452	blz	Bifidobacterium longum subsp. longum GT15			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03387	blx	Bifidobacterium longum BXY01			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T00437	bad	Bifidobacterium adolescentis ATCC 15703			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03260	badl	Bifidobacterium adolescentis 22L			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03774	bado	Bifidobacterium adolescentis BBMN23			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T00819	bla	Bifidobacterium animalis subsp. lactis AD011			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T00923	blc	Bifidobacterium animalis subsp. lactis Bl-04			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T00924	blt	Bifidobacterium animalis subsp. lactis DSM 10140			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01840	bbb	Bifidobacterium animalis subsp. lactis BB-12			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01841	bbc	Bifidobacterium animalis subsp. lactis BLC1			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01842	bnm	Bifidobacterium animalis subsp. lactis CNCM I-2494			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01843	blv	Bifidobacterium animalis subsp. lactis V9			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02079	blw	Bifidobacterium animalis subsp. lactis B420			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02080	bls	Bifidobacterium animalis subsp. lactis Bi-07			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02712	bani	Bifidobacterium animalis subsp. lactis Bl12			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02862	banl	Bifidobacterium animalis subsp. lactis ATCC 27673			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02047	bni	Bifidobacterium animalis subsp. animalis ATCC 25527			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03481	banm	Bifidobacterium animalis RH			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01143	bde	Bifidobacterium dentium Bd1			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T04222	bdn	Bifidobacterium dentium JCM 1195 = DSM 20436			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01328	bbi	Bifidobacterium bifidum S17			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01340	bbp	Bifidobacterium bifidum PRL2010			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02135	bbf	Bifidobacterium bifidum BGN4			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01844	bbv	Bifidobacterium breve ACS-071-V-Sch8b			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02534	bbru	Bifidobacterium breve UCC2003			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03118	bbre	Bifidobacterium breve 12L			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03119	bbrv	Bifidobacterium breve 689b			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03120	bbrj	Bifidobacterium breve JCM 7017			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03121	bbrc	Bifidobacterium breve JCM 7019			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03122	bbrn	Bifidobacterium breve NCFB 2258			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03123	bbrs	Bifidobacterium breve S27			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T04525	bbrd	Bifidobacterium breve DSM 20213 = JCM 1192			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02271	bast	Bifidobacterium asteroides	1684		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T02505	btp	Bifidobacterium thermophilum	33905		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03236	bcor	Bifidobacterium coryneforme	1687		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03496	bka	Bifidobacterium kashiwanohense PV20-2			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T04223	bks	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854			Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03529	bpsp	Bifidobacterium pseudolongum	1694		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03564	bii	Bifidobacterium indicum	1691		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03930	bang	Bifidobacterium angulatum	1683		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03931	bcat	Bifidobacterium catenulatum	1686		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03932	bpsc	Bifidobacterium pseudocatenulatum	28026		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T03975	bsca	Bifidobacterium scardovii	158787		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T04036	bact	Bifidobacterium actinocoloniiforme	638619		Prokaryotes; Bacteria; Actinobacteria; Bifidobacterium
T01146	gva	Gardnerella vaginalis 409-05			Prokaryotes; Bacteria; Actinobacteria; Gardnerella
T01344	gvg	Gardnerella vaginalis ATCC 14019			Prokaryotes; Bacteria; Actinobacteria; Gardnerella
T01939	gvh	Gardnerella vaginalis HMP9231			Prokaryotes; Bacteria; Actinobacteria; Gardnerella
T03977	sij	Scardovia inopinata	78259		Prokaryotes; Bacteria; Actinobacteria; Scardovia
T03978	pdo	Parascardovia denticolens	78258		Prokaryotes; Bacteria; Actinobacteria; Parascardovia
T01236	tbi	Thermobispora bispora	2006		Prokaryotes; Bacteria; Actinobacteria; Thermobispora
T05020	aey	Actinopolyspora erythraea	414996		Prokaryotes; Bacteria; Actinobacteria; Actinopolyspora
T05050	plan	Candidatus Planktophila lacus	1884913		Prokaryotes; Bacteria; Actinobacteria; Planktophila
T05051	plak	Candidatus Planktophila dulcis	1884914		Prokaryotes; Bacteria; Actinobacteria; Planktophila
T05067	plim	Candidatus Planktophila limnetica	573600		Prokaryotes; Bacteria; Actinobacteria; Planktophila
T05158	psuf	Candidatus Planktophila sulfonica	1884904		Prokaryotes; Bacteria; Actinobacteria; Planktophila
T05250	pvs	Candidatus Planktophila versatilis	1884905		Prokaryotes; Bacteria; Actinobacteria; Planktophila
T05319	pvn	Candidatus Planktophila vernalis	1884907		Prokaryotes; Bacteria; Actinobacteria; Planktophila
T05073	abam	Candidatus Nanopelagicus limnes	1884634		Prokaryotes; Bacteria; Actinobacteria; Nanopelagicus
T05090	nhi	Candidatus Nanopelagicus hibericus	1884915		Prokaryotes; Bacteria; Actinobacteria; Nanopelagicus
T05091	nab	Candidatus Nanopelagicus abundans	1884916		Prokaryotes; Bacteria; Actinobacteria; Nanopelagicus
T03963	abai	Actinobacteria bacterium IMCC26256	1650658		Prokaryotes; Bacteria; Actinobacteria; Unclassified Actinobacteria
T00368	rxy	Rubrobacter xylanophilus	49319		Prokaryotes; Bacteria; Actinobacteria; Rubrobacter
T03080	rrd	Rubrobacter radiotolerans	42256		Prokaryotes; Bacteria; Actinobacteria; Rubrobacter
T01153	cwo	Conexibacter woesei	191495		Prokaryotes; Bacteria; Actinobacteria; Conexibacter
T00956	afo	Acidimicrobium ferrooxidans	53635		Prokaryotes; Bacteria; Actinobacteria; Acidimicrobium
T02501	aym	Ilumatobacter coccineus	467094		Prokaryotes; Bacteria; Actinobacteria; Ilumatobacter
T00962	ccu	Cryptobacterium curtum	84163		Prokaryotes; Bacteria; Actinobacteria; Cryptobacterium
T00981	shi	Slackia heliotrinireducens	84110		Prokaryotes; Bacteria; Actinobacteria; Slackia
T00984	ele	Eggerthella lenta	84112		Prokaryotes; Bacteria; Actinobacteria; Eggerthella
T01566	eyy	Eggerthella sp. YY7918	502558		Prokaryotes; Bacteria; Actinobacteria; Eggerthella
T02609	gpa	Gordonibacter pamelaeae	471189		Prokaryotes; Bacteria; Actinobacteria; Gordonibacter
T02875	aeq	Adlercreutzia equolifaciens	446660		Prokaryotes; Bacteria; Actinobacteria; Adlercreutzia
T04382	ddt	Denitrobacterium detoxificans	79604		Prokaryotes; Bacteria; Actinobacteria; Denitrobacterium
T00983	apv	Atopobium parvulum	1382		Prokaryotes; Bacteria; Actinobacteria; Atopobium
T01285	ols	Olsenella uli	133926		Prokaryotes; Bacteria; Actinobacteria; Olsenella
T04016	olo	Olsenella sp. oral taxon 807	712411		Prokaryotes; Bacteria; Actinobacteria; Olsenella
T01453	cgo	Coriobacterium glomerans	33871		Prokaryotes; Bacteria; Actinobacteria; Coriobacterium
T05143	caer	Collinsella aerofaciens	74426		Prokaryotes; Bacteria; Actinobacteria; Collinsella
T03545	cbac	Coriobacteriaceae bacterium 68-1-3	1531429		Prokaryotes; Bacteria; Actinobacteria; Unclassified Coriobacteriaceae
T00004	syn	Synechocystis sp. PCC 6803	1148		Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T02468	syz	Synechocystis sp. PCC 6803	1148		Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T02098	syy	Synechocystis sp. PCC 6803 GT-S			Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T01777	syt	Synechocystis sp. PCC 6803 GT-I			Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T01778	sys	Synechocystis sp. PCC 6803 PCC-N			Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T01891	syq	Synechocystis sp. PCC 6803 PCC-P			Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T03386	syj	Synechocystis sp. PCC 6714	1147		Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T05368	syo	Synechocystis sp. IPPAS B-1465	2116702		Prokaryotes; Bacteria; Cyanobacteria; Synechocystis
T00144	syw	Synechococcus sp. WH8102			Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00163	syc	Synechococcus elongatus PCC6301			Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00300	syf	Synechococcus elongatus PCC7942			Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00292	syd	Synechococcus sp. CC9605	110662		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00293	sye	Synechococcus sp. CC9902	316279		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00390	syg	Synechococcus sp. CC9311	64471		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00523	syr	Synechococcus sp. RCC307	316278		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00524	syx	Synechococcus sp. WH7803			Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00664	syp	Synechococcus sp. PCC7002			Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00318	cya	Synechococcus sp. JA-3-3Ab	321327		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00319	cyb	Synechococcus sp. JA-2-3B'a		2-13	Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T02370	syne	Synechococcus sp. PCC 6312	195253		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T02371	synp	Synechococcus sp. PCC 7502	1173263		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T03344	synk	Synechococcus sp. KORDI-100	1280380		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T03345	synr	Synechococcus sp. KORDI-49	585423		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T03346	synd	Synechococcus sp. KORDI-52	585425		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T03581	syu	Synechococcus sp. UTEX 2973	1350461		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T03783	syh	Synechococcus sp. WH 8109	166314		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T04859	synw	Synechococcus sp. WH 8103	29410		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T05303	slw	Synechococcus lividus	33070		Prokaryotes; Bacteria; Cyanobacteria; Synechococcus
T00090	tel	Thermosynechococcus elongatus	146786		Prokaryotes; Bacteria; Cyanobacteria; Thermosynechococcus
T02977	thn	Thermosynechococcus sp. NK55			Prokaryotes; Bacteria; Cyanobacteria; Thermosynechococcus
T02359	cgc	Cyanobium gracile	59930		Prokaryotes; Bacteria; Cyanobacteria; Cyanobium
T04888	cyi	Cyanobium sp. NIES-981	1851505		Prokaryotes; Bacteria; Cyanobacteria; Cyanobium
T02378	dsl	Dactylococcopsis salina	292566		Prokaryotes; Bacteria; Cyanobacteria; Dactylococcopsis
T02414	cmp	Chamaesiphon minutus	1173032		Prokaryotes; Bacteria; Cyanobacteria; Chamaesiphon
T02361	lep	Leptolyngbya sp. PCC 7376	111781		Prokaryotes; Bacteria; Cyanobacteria; Leptolyngbya
T04199	len	Leptolyngbya sp. NIES-3755	1752064		Prokaryotes; Bacteria; Cyanobacteria; Leptolyngbya
T04251	let	Leptolyngbya sp. O-77	1080068		Prokaryotes; Bacteria; Cyanobacteria; Leptolyngbya
T04848	lbo	Leptolyngbya boryana	1184		Prokaryotes; Bacteria; Cyanobacteria; Leptolyngbya
T04928	hhg	Halomicronema hongdechloris	1209493		Prokaryotes; Bacteria; Cyanobacteria; Halomicronema
T02369	pseu	Pseudanabaena sp. PCC 7367	82654		Prokaryotes; Bacteria; Cyanobacteria; Pseudanabaena
T00137	pma	Prochlorococcus marinus subsp. marinus CCMP1375			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00142	pmm	Prochlorococcus marinus subsp. pastoris CCMP1986			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00143	pmt	Prochlorococcus marinus MIT 9313			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00267	pmn	Prochlorococcus marinus NATL2A			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00297	pmi	Prochlorococcus marinus MIT 9312			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00464	pmb	Prochlorococcus marinus AS9601			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00465	pmc	Prochlorococcus marinus MIT 9515			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00466	pmf	Prochlorococcus marinus MIT 9303			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00488	pmg	Prochlorococcus marinus MIT 9301			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00598	pmh	Prochlorococcus marinus MIT 9215			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00616	pmj	Prochlorococcus marinus MIT 9211			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00467	pme	Prochlorococcus marinus NATL1A			Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T03304	prc	Prochlorococcus sp. MIT 0604	1501268		Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T03316	prm	Prochlorococcus sp. MIT 0801	1501269		Prokaryotes; Bacteria; Cyanobacteria; Prochlorococcus
T00617	amr	Acaryochloris marina	155978		Prokaryotes; Bacteria; Cyanobacteria; Acaryochloris
